City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Alyangula,8,AU,2019-02-05,70,-13.85,136.42,87.8,10.29
Albury,12,AU,2019-02-05,45,-36.08,146.92,86.0,6.93
Moussoro,0,TD,2019-02-05,22,13.64,16.49,63.67,13.65
Pimentel,44,BR,2019-02-05,93,-3.7,-45.5,77.04,4.7
Mar del Plata,0,AR,2019-02-05,37,-46.43,-67.52,75.15,18.79
Prabumulih,64,ID,2019-02-05,97,-3.5,104.19,80.05,4.81
Beni Suef,92,EG,2019-02-05,54,29.07,31.1,55.08,7.16
Konosha,80,RU,2019-02-05,92,60.97,40.26,18.9,12.41
Roebourne,0,AU,2019-02-05,47,-20.77,117.15,92.79,6.04
Pierre,90,US,2019-02-05,78,44.37,-100.35,-0.05,4.7
Lata,88,IN,2019-02-05,77,30.78,78.62,36.54,1.68
Svetlogorsk,90,RU,2019-02-05,76,53.14,59.15,-9.41,6.71
Coahuayana,0,MX,2019-02-05,65,18.62,-100.35,60.48,2.01
Pizarro,44,CO,2019-02-05,91,4.95,-77.37,79.15,5.59
Talnakh,48,RU,2019-02-05,60,69.49,88.39,-20.21,1.68
Kabirwala,75,PK,2019-02-05,76,30.4,71.87,55.4,6.93
Nanortalik,92,GL,2019-02-05,96,60.14,-45.24,27.99,3.36
Portland,75,US,2019-02-05,69,45.52,-122.67,35.96,6.93
Nambucca Heads,40,AU,2019-02-05,69,-30.64,152.99,80.6,5.82
Hanzhong,44,CN,2019-02-05,80,33.08,107.03,45.99,2.68
Beloha,0,MG,2019-02-05,93,-25.17,45.06,71.77,1.9
Broken Hill,76,AU,2019-02-05,22,-31.97,141.45,96.8,9.17
Kamina,92,CD,2019-02-05,99,-8.74,25.0,66.51,3.8
Qaqortoq,76,GL,2019-02-05,32,60.72,-46.03,37.4,13.87
Bredasdorp,20,ZA,2019-02-05,93,-34.53,20.04,57.2,3.36
Acapulco,5,MX,2019-02-05,83,16.86,-99.88,78.8,5.82
Lagoa,0,PT,2019-02-05,81,37.14,-8.45,44.6,2.24
Thompson,5,CA,2019-02-05,75,55.74,-97.86,-20.21,4.7
Beitbridge,80,ZA,2019-02-05,90,-22.21,29.99,72.31,10.74
Chinna Salem,0,IN,2019-02-05,75,11.64,78.88,73.26,3.58
Moose Factory,1,CA,2019-02-05,75,51.26,-80.61,-20.21,2.24
Bambamarca,44,PE,2019-02-05,97,-6.68,-78.52,49.45,2.01
East London,0,ZA,2019-02-05,100,-33.02,27.91,69.7,3.91
Touros,40,BR,2019-02-05,94,-5.2,-35.46,78.8,3.36
Avarua,92,CK,2019-02-05,83,-21.21,-159.78,84.2,5.82
Pecos,1,US,2019-02-05,32,31.42,-103.49,65.84,8.05
Gimli,92,CA,2019-02-05,76,50.63,-96.99,-7.43,6.93
Freeport,0,BS,2019-02-05,100,26.54,-78.7,72.18,10.4
Turba,92,SY,2019-02-05,65,32.8,36.77,43.15,5.93
Kununurra,0,AU,2019-02-05,59,-15.77,128.74,89.6,9.17
Sheltozero,48,RU,2019-02-05,79,61.37,35.37,18.85,12.41
Raton,1,US,2019-02-05,32,36.9,-104.44,46.04,9.17
Vila Velha,20,BR,2019-02-05,88,-3.71,-38.6,80.6,2.24
Ponta do Sol,80,BR,2019-02-05,98,-20.63,-46.0,64.71,5.7
Omboue,32,GA,2019-02-05,100,-1.57,9.26,81.81,2.13
Svetlaya,0,RU,2019-02-05,100,46.54,138.33,6.66,10.29
Mahebourg,20,MU,2019-02-05,94,-20.41,57.7,78.8,1.12
Howard,75,AU,2019-02-05,58,-25.32,152.56,86.0,20.8
Mount Hagen,80,PG,2019-02-05,86,-5.86,144.23,66.06,2.13
Marfino,75,RU,2019-02-05,74,56.07,37.56,28.4,13.42
Kodiak,90,US,2019-02-05,85,39.95,-94.76,21.2,6.93
Vaitape,44,PF,2019-02-05,98,-16.52,-151.75,84.37,12.19
Koidu,0,SL,2019-02-05,71,8.64,-10.97,75.51,6.15
Kaka,0,TM,2019-02-05,58,37.35,59.62,6.25,2.35
Canberra,40,AU,2019-02-05,50,-35.3,149.1,78.8,10.29
Mecca,0,SA,2019-02-05,77,21.43,39.83,57.73,2.8
Grindavik,75,IS,2019-02-05,99,63.84,-22.43,39.2,31.09
Tomislavgrad,0,BA,2019-02-05,74,43.71,17.23,35.6,5.82
Marystown,92,CA,2019-02-05,90,47.17,-55.16,38.7,17.22
Asyut,0,EG,2019-02-05,66,27.18,31.19,51.8,18.34
Binzhou,92,CN,2019-02-05,66,37.38,117.96,35.32,14.2
Pavlysh,88,UA,2019-02-05,98,48.92,33.36,31.63,3.24
Tual,80,ID,2019-02-05,96,-5.67,132.75,84.91,17.45
Fortuna,0,ES,2019-02-05,75,38.18,-1.13,44.6,1.12
Gore,64,ET,2019-02-05,71,8.15,35.53,61.74,2.57
Byron Bay,90,AU,2019-02-05,66,-28.65,153.62,87.8,14.99
Nioki,92,CD,2019-02-05,97,-2.72,17.69,73.66,2.8
Brigantine,1,US,2019-02-05,86,39.41,-74.36,50.0,8.39
Ribeira Grande,0,PT,2019-02-05,100,38.52,-28.7,59.13,10.63
Vao,76,EE,2019-02-05,93,59.1,26.19,27.54,8.61
Kishapu,68,TZ,2019-02-05,97,-3.61,33.87,64.89,4.25
Georgetown,75,GY,2019-02-05,78,6.8,-58.16,80.6,11.41
Esperance,75,TT,2019-02-05,83,10.24,-61.45,78.8,6.93
Ilulissat,8,GL,2019-02-05,39,69.22,-51.1,28.4,20.8
Trelleborg,90,SE,2019-02-05,93,55.38,13.15,37.4,11.41
Hami,48,CN,2019-02-05,74,42.84,93.51,14.26,9.62
Khatanga,64,RU,2019-02-05,64,71.98,102.47,-13.55,21.47
Cardston,90,CA,2019-02-05,69,49.2,-113.32,-7.61,8.05
Klaksvik,92,FO,2019-02-05,86,62.23,-6.59,39.2,26.4
San Patricio,0,PY,2019-02-05,88,-26.98,-56.83,71.68,3.69
Tulum,20,MX,2019-02-05,88,20.21,-87.46,73.4,5.82
Sur,0,OM,2019-02-05,100,22.57,59.53,66.01,22.15
Kibondo,88,TZ,2019-02-05,97,-3.59,30.72,63.58,1.12
Waitati,0,NZ,2019-02-05,60,-45.75,170.57,56.38,9.06
Bintulu,75,MY,2019-02-05,94,3.17,113.03,78.8,3.36
Goya,0,AR,2019-02-05,83,-29.14,-59.27,66.91,4.36
Narsaq,68,GL,2019-02-05,32,60.91,-46.05,37.4,13.87
Togur,0,RU,2019-02-05,69,58.36,82.83,-35.65,9.28
Mandal,0,MN,2019-02-05,31,48.82,106.5,-24.08,3.02
Salzkotten,0,DE,2019-02-05,90,51.67,8.61,32.0,3.36
Pryazha,88,RU,2019-02-05,79,61.69,33.62,26.6,11.18
Bathsheba,20,BB,2019-02-05,83,13.22,-59.52,77.0,12.75
Pangody,48,RU,2019-02-05,79,65.85,74.49,-17.51,5.7
Troitsko-Pechorsk,76,RU,2019-02-05,69,62.71,56.19,-5.05,6.38
Hurbanovo,0,SK,2019-02-05,92,47.88,18.2,26.6,4.7
Torbay,90,CA,2019-02-05,86,47.66,-52.73,30.2,19.46
Brewster,1,US,2019-02-05,86,41.76,-70.08,51.8,6.93
Souillac,90,FR,2019-02-05,93,45.6,-0.6,50.0,4.7
Ekibastuz,76,KZ,2019-02-05,74,51.72,75.32,-16.88,15.77
Mackay,75,CA,2019-02-05,69,53.65,-115.58,-11.21,6.93
Ust-Tsilma,64,RU,2019-02-05,67,65.44,52.15,-0.59,7.94
Cairns,90,AU,2019-02-05,83,-16.92,145.77,82.4,8.05
Abu Zabad,0,SD,2019-02-05,47,12.35,29.25,63.63,4.14
Bayonet Point,1,US,2019-02-05,93,28.33,-82.68,68.0,4.59
Lerwick,92,GB,2019-02-05,93,60.15,-1.15,44.6,23.04
Chuy,0,UY,2019-02-05,94,-33.69,-53.46,66.73,7.16
Moju,75,BR,2019-02-05,94,-1.89,-48.77,77.0,6.93
Kamenka,88,RU,2019-02-05,90,53.19,44.05,24.61,5.59
Kavieng,88,PG,2019-02-05,100,-2.57,150.8,82.03,12.41
Severomorsk,76,RU,2019-02-05,84,69.07,33.42,3.2,4.47
Port Elizabeth,1,US,2019-02-05,86,39.31,-74.98,59.0,7.83
Rawson,0,AR,2019-02-05,49,-43.3,-65.11,74.88,0.34
Berlevag,8,NO,2019-02-05,100,70.86,29.09,-8.83,5.14
New Ipswich,40,US,2019-02-05,67,42.75,-71.85,50.0,3.36
Pevek,68,RU,2019-02-05,91,69.7,170.27,-10.9,11.63
Buin,0,CL,2019-02-05,47,-33.73,-70.74,78.8,8.05
Fairview,75,US,2019-02-05,61,40.81,-74.0,60.08,13.87
Paamiut,68,GL,2019-02-05,94,61.99,-49.67,29.47,17.67
Naze,12,NG,2019-02-05,95,5.43,7.07,72.36,2.57
Cidreira,12,BR,2019-02-05,91,-30.17,-50.22,65.34,6.93
Geraldton,5,CA,2019-02-05,76,49.72,-86.95,-7.61,4.7
Merauke,68,ID,2019-02-05,93,-8.49,140.4,81.45,17.9
Kalmunai,76,LK,2019-02-05,100,7.42,81.82,76.41,5.82
Sistranda,0,NO,2019-02-05,86,63.73,8.83,26.6,10.29
Port Shepstone,76,ZA,2019-02-05,99,-30.74,30.45,68.94,3.47
Pankovka,92,RU,2019-02-05,90,58.5,31.2,22.86,13.65
Kolomna,75,RU,2019-02-05,85,55.09,38.77,28.4,8.95
Kawalu,24,ID,2019-02-05,79,-7.38,108.21,78.3,2.35
Altay,68,CN,2019-02-05,55,47.83,88.13,1.8,2.24
Hutchinson,90,US,2019-02-05,91,38.06,-97.93,26.06,8.05
Kysyl-Syr,64,RU,2019-02-05,70,63.9,122.77,-5.72,6.15
Tulle,90,FR,2019-02-05,93,45.27,1.77,39.2,2.24
Ust-Omchug,0,RU,2019-02-05,56,61.13,149.63,-21.65,3.36
Kizilskoye,92,RU,2019-02-05,76,52.73,58.89,-12.11,4.36
Puerto del Rosario,0,ES,2019-02-05,72,28.5,-13.86,62.6,5.82
Nishihara,90,JP,2019-02-05,93,35.74,139.53,41.0,8.05
Lazaro Cardenas,20,MX,2019-02-05,45,28.39,-105.62,62.6,11.41
Lawton,90,US,2019-02-05,97,34.61,-98.39,64.94,9.17
Waddan,92,LY,2019-02-05,82,29.16,16.14,48.46,19.69
Alice Springs,0,AU,2019-02-05,18,-23.7,133.88,91.4,10.29
Todorovo,92,BG,2019-02-05,99,43.73,26.93,37.71,10.18
Cockburn Town,8,TC,2019-02-05,100,21.46,-71.14,75.96,12.64
Abha,0,SA,2019-02-05,71,18.22,42.5,51.8,4.03
Jamame,8,SO,2019-02-05,93,0.07,42.75,73.53,9.62
Katsuura,75,JP,2019-02-05,100,33.93,134.5,46.4,4.7
Kushalnagar,64,IN,2019-02-05,77,12.46,75.96,70.15,8.84
San Cristobal,75,EC,2019-02-05,82,-0.39,-78.55,60.8,5.82
Quatre Cocos,20,MU,2019-02-05,94,-20.21,57.76,78.8,1.12
Port Hardy,5,CA,2019-02-05,59,50.7,-127.42,35.6,4.7
Kahului,40,US,2019-02-05,69,20.89,-156.47,80.06,13.87
Dutlwe,88,BW,2019-02-05,75,-23.98,23.93,67.86,10.63
Salon de Provence,0,FR,2019-02-05,69,43.64,5.1,41.0,2.24
Ayan,88,TR,2019-02-05,71,40.67,33.6,23.76,1.9
Daru,44,SL,2019-02-05,77,7.99,-10.85,77.35,5.93
Camacupa,88,AO,2019-02-05,97,-12.02,17.48,63.63,2.91
Stratford,40,CA,2019-02-05,85,43.37,-80.98,24.8,3.36
Arlit,0,NE,2019-02-05,21,18.74,7.39,46.12,9.4
Carnarvon,0,ZA,2019-02-05,37,-30.97,22.13,60.84,8.39
Dingle,12,PH,2019-02-05,65,11.0,122.67,83.43,14.76
Kloulklubed,90,PW,2019-02-05,94,7.04,134.26,77.0,10.29
Salalah,0,OM,2019-02-05,73,17.01,54.1,71.6,4.7
Bambanglipuro,20,ID,2019-02-05,88,-7.95,110.28,82.26,4.36
Conde,80,BR,2019-02-05,95,-11.81,-37.61,79.56,9.28
Port-Gentil,48,GA,2019-02-05,99,-0.72,8.78,79.74,2.57
Hemsedal,20,NO,2019-02-05,78,60.86,8.55,-3.25,2.13
Foumbot,56,CM,2019-02-05,94,5.51,10.64,66.78,2.35
Chumikan,0,RU,2019-02-05,52,54.72,135.31,-17.96,14.99
Aleksandrov Gay,88,RU,2019-02-05,91,50.14,48.57,22.81,3.13
Sayyan,0,YE,2019-02-05,82,15.17,44.32,36.09,2.8
Alekseyevsk,44,RU,2019-02-05,47,57.84,108.35,-29.48,3.47
Kurchum,44,KZ,2019-02-05,85,48.57,83.65,14.71,9.17
Sanmenxia,92,CN,2019-02-05,94,34.77,111.19,39.78,3.47
Podporozhye,88,RU,2019-02-05,89,60.91,34.16,22.9,11.97
Singkang,75,MY,2019-02-05,78,2.1,102.8,78.8,10.29
Buchanan,20,LR,2019-02-05,94,5.88,-10.05,75.2,5.26
Great Falls,90,US,2019-02-05,76,47.5,-111.29,-7.61,6.93
Ratnagiri,0,IN,2019-02-05,100,16.98,73.3,77.26,6.04
Bonavista,92,CA,2019-02-05,100,48.65,-53.11,31.0,18.23
Kontagora,0,NG,2019-02-05,37,10.4,5.47,65.88,7.27
Sirjan,0,IR,2019-02-05,51,29.44,55.67,21.15,9.51
Pitimbu,75,BR,2019-02-05,100,-7.47,-34.81,77.0,4.7
Majenang,12,ID,2019-02-05,83,-7.3,108.76,81.4,3.36
Penzance,20,GB,2019-02-05,100,50.12,-5.53,48.2,6.93
Taltal,32,CL,2019-02-05,85,-25.41,-70.49,64.75,0.34
Kottagudem,0,IN,2019-02-05,91,17.55,80.63,70.29,4.25
Bongaree,75,AU,2019-02-05,61,-27.08,153.16,82.4,13.87
Jasper,90,US,2019-02-05,93,33.83,-87.28,66.02,5.37
Rockland,1,US,2019-02-05,57,42.13,-70.92,53.96,4.7
Lebu,20,ET,2019-02-05,58,8.96,38.73,53.6,6.93
Benguela,80,AO,2019-02-05,100,-12.58,13.4,77.76,3.24
Kidal,0,ML,2019-02-05,28,18.44,1.41,50.26,10.29
Pangnirtung,68,CA,2019-02-05,65,66.15,-65.72,-8.69,2.57
Acajutla,0,SV,2019-02-05,96,13.59,-89.83,73.26,3.24
Half Moon Bay,20,US,2019-02-05,99,37.46,-122.43,50.0,11.41
Galveston,90,US,2019-02-05,95,40.58,-86.19,35.6,9.17
Rocha,8,UY,2019-02-05,95,-34.48,-54.34,62.55,5.7
Nexo,36,DK,2019-02-05,86,55.06,15.13,39.2,16.11
Port Lincoln,0,AU,2019-02-05,76,-34.72,135.86,74.88,11.52
Kruisfontein,0,ZA,2019-02-05,97,-34.0,24.73,60.07,3.91
Deputatskiy,56,RU,2019-02-05,44,69.3,139.9,-29.12,3.91
Ruteng,92,ID,2019-02-05,98,-8.61,120.46,75.69,5.93
Sawai Madhopur,0,IN,2019-02-05,91,26.02,76.35,60.48,2.91
Sabang,12,PH,2019-02-05,85,13.72,123.58,79.38,6.49
Jalu,24,LY,2019-02-05,38,29.03,21.55,49.59,13.53
Nouna,0,BF,2019-02-05,27,12.73,-3.87,68.4,8.95
Gizo,75,IL,2019-02-05,35,31.8,34.94,71.6,18.34
Tessalit,0,ML,2019-02-05,19,20.2,1.01,44.19,10.63
Oda,75,JP,2019-02-05,75,35.19,132.5,46.4,8.16
Manzhouli,0,CN,2019-02-05,26,49.6,117.43,-19.49,13.65
Alofi,75,NU,2019-02-05,70,-19.06,-169.92,86.0,11.41
Sinnamary,92,GF,2019-02-05,100,5.38,-52.96,76.72,9.95
Midland,92,US,2019-02-05,36,32.0,-102.08,67.28,4.7
Sobolevo,80,RU,2019-02-05,92,54.43,31.9,22.14,7.27
Shimanovsk,12,RU,2019-02-05,28,52.0,127.67,-19.76,4.25
Eyl,100,SO,2019-02-05,98,7.98,49.82,75.15,17.9
Clarence Town,40,AU,2019-02-05,51,-32.59,151.78,86.0,12.75
Fairmont,90,US,2019-02-05,72,40.64,-97.59,16.7,4.7
Sitka,48,US,2019-02-05,89,37.17,-99.65,31.5,8.72
Praia,0,BR,2019-02-05,83,-20.25,-43.81,69.8,8.05
Oro Valley,1,US,2019-02-05,47,32.39,-110.97,59.0,13.87
Srandakan,20,ID,2019-02-05,88,-7.94,110.25,82.26,4.36
Marzuq,0,YE,2019-02-05,86,14.4,46.47,41.8,2.35
Eldorado,75,MX,2019-02-05,35,24.32,-107.36,86.0,5.82
Soe,90,EE,2019-02-05,79,57.91,26.05,28.4,13.87
Witu,1,KE,2019-02-05,89,-2.39,40.44,75.2,7.61
Kiunga,8,PG,2019-02-05,55,-6.12,141.3,91.75,5.14
Almirante Tamandare,75,BR,2019-02-05,100,-25.32,-49.31,60.8,6.93
Boundiali,32,CI,2019-02-05,47,9.53,-6.48,72.18,3.13
Beringovskiy,92,RU,2019-02-05,98,63.05,179.32,30.73,17.0
Port Pirie,8,AU,2019-02-05,73,-33.18,138.01,77.0,9.17
Obo,24,CF,2019-02-05,56,5.39,26.49,71.73,5.14
Kabale,36,UG,2019-02-05,100,-1.26,29.99,55.53,2.68
Itarema,92,BR,2019-02-05,97,-2.92,-39.92,77.71,4.59
La Ronge,5,CA,2019-02-05,82,55.1,-105.3,-23.81,2.35
Constitucion,90,MX,2019-02-05,27,23.99,-104.67,64.4,11.41
Rivadavia,0,AR,2019-02-05,66,-31.53,-68.59,71.19,4.03
Rio Gallegos,40,AR,2019-02-05,28,-51.62,-69.22,59.0,24.16
Werda,8,DE,2019-02-05,84,50.44,12.3,32.0,8.05
Klyuchi,68,RU,2019-02-05,80,52.25,79.17,-18.32,14.43
Puerto Quijarro,0,BO,2019-02-05,62,-19.0,-57.72,78.88,4.14
Duekoue,68,CI,2019-02-05,100,6.74,-7.35,71.55,3.69
Bilma,0,NE,2019-02-05,26,18.69,12.92,41.62,8.95
Namatanai,80,PG,2019-02-05,100,-3.66,152.44,78.39,11.41
Suba,92,CN,2019-02-05,100,28.73,103.51,42.84,1.57
Pechenga,64,RU,2019-02-05,84,58.89,41.46,14.4,9.95
Kampot,40,KH,2019-02-05,69,10.62,104.18,82.4,9.17
Sola,20,NO,2019-02-05,74,58.89,5.65,37.4,12.75
Mount Isa,90,AU,2019-02-05,83,-20.73,139.49,75.2,24.16
Maragogi,64,BR,2019-02-05,98,-9.01,-35.22,77.35,5.14
Port Hedland,75,AU,2019-02-05,66,-20.31,118.58,87.8,8.05
Longyearbyen,40,NO,2019-02-05,72,78.22,15.63,17.6,12.75
Luganville,68,VU,2019-02-05,100,-15.51,167.18,81.67,10.96
Sao Sebastiao do Paraiso,20,BR,2019-02-05,90,-20.92,-46.99,67.27,9.4
Tazovskiy,32,RU,2019-02-05,63,67.47,78.7,-21.07,6.82
